"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()"
8,2,0.271165432287234,-0.0128211897796809,-0.105886261914894,-0.567747641894681,-0.259358865244681,-0.532337116138298,0.873883224361702,0.00663266005319149,0.0340247059555638,-0.97084005212766,-0.947327426946808,-0.946282875319149,0.0744167240106383,-0.00630162029880851,-0.0055708870043617,-0.614209966010638,-0.360475422829787,-0.677838040010638,-0.0147830068657447,-0.0956533663157447,0.0610657714776596,-0.583512477819149,-0.583669163510638,-0.508128009292553,-0.114564253801064,-0.0357843371446809,-0.0485026738148936,-0.611724955329787,-0.70249981212766,-0.680495311595745,-0.439551619841489,-0.547201658338298,-0.439551619841489,-0.547201658338298,-0.516667842830638,-0.574150105861702,-0.458003193868723,-0.588275711382979,-0.658524964148936,-0.739710160851064,-0.606460068297872,-0.300201618723404,-0.591367332340425,-0.55449339186383,-0.286208743510638,-0.537914099517021,-0.640920133829787,-0.438993330025532,-0.665668307340425,-0.621569563659574,-0.319759300946808,-0.689145601308511,-0.532768519497872,-0.610533618851064,-0.538532390585106,-0.601805363329787,-0.571587218744681,-0.544083478202128,-0.512527570337234,-0.640196680957447
8,3,0.281216615652174,-0.0174112339945652,-0.106727597545652,-0.570421058476087,-0.408831421652174,-0.48832908998913,0.939642050869565,-0.130587479199565,-0.116063026767609,-0.970373924673913,-0.951748887717391,-0.909577085,0.0933678065326087,-0.0109202465518478,-0.0143977242877174,-0.477296499763044,-0.454114437891304,-0.58233159111087,-0.0629503746663043,-0.0371252595793478,0.0845289942803261,-0.677846240871739,-0.558965629028261,-0.625281180793478,-0.0718063735315217,-0.050575157908913,-0.0639330646467391,-0.68679007313587,-0.607550805013043,-0.658973885793478,-0.486874150988043,-0.495839880945652,-0.486874150988043,-0.495839880945652,-0.469628700541304,-0.470508991067391,-0.518247671766304,-0.578761388629348,-0.63178846923913,-0.641709596521739,-0.523624401796739,-0.397206149663043,-0.491904214909783,-0.591366118133696,-0.453625196347826,-0.530973387582609,-0.491778321445652,-0.481840068597826,-0.550702176698913,-0.510014340994565,-0.461234231876087,-0.61280991423913,-0.62315998325,-0.522920683663043,-0.561121416220978,-0.696856388804348,-0.587262508770652,-0.683656065934783,-0.435222511326087,-0.615426995841304
9,1,0.260799637878788,-0.0200236007371818,-0.11629512389899,-0.654822515151515,-0.612350937444444,-0.600541761248485,0.153708074444444,-0.0788853954444444,0.352112814181818,-0.937937852828283,-0.936002759292929,-0.933027448181818,0.0787452220828283,0.00646592548383838,0.000229080224646466,-0.653195091919192,-0.776980177676768,-0.804501281313131,-0.088040344620202,-0.10067501766101,0.123260476812121,-0.646133135313131,-0.66639415050505,-0.554044606988687,-0.0863364949337374,-0.0289022259010101,-0.040459183230303,-0.804313221515151,-0.836668142121212,-0.81871115020202,-0.599182559292929,-0.660274947757576,-0.599182559292929,-0.660274947757576,-0.704660979090909,-0.702829543030303,-0.49938488880101,-0.664586282828283,-0.820155843232323,-0.85175746979798,-0.647851882626263,-0.672368151818182,-0.668149098757576,-0.658283075252525,-0.608345955707071,-0.596551179664646,-0.686014101212121,-0.788086578989899,-0.787238591616162,-0.651249926262626,-0.780275148585859,-0.820196554949495,-0.625232686717172,-0.719068524343434,-0.646949346949495,-0.656961111090909,-0.640466851707071,-0.569661502593939,-0.652543857171717,-0.718010409390909
9,2,0.263710636931373,-0.0224654617615588,-0.0934469615980392,-0.590742890490196,-0.531816786401961,-0.437394149734902,0.934444251666667,-0.036332041040098,-0.0172682680292157,-0.968378068039216,-0.959090240196078,-0.921372092068627,0.0736559620117647,0.0156333391685294,-0.0021378138004902,-0.578205390137255,-0.610188566666667,-0.68041399254902,-0.0619599897245098,-0.0522006784431373,0.0965131861190196,-0.712857890294118,-0.688688510294118,-0.591415537254902,-0.0868764884431373,-0.041037704845098,-0.0581940090860784,-0.741469150294118,-0.756419453137255,-0.708301786862745,-0.487926043724961,-0.616844291666667,-0.487926043724961,-0.616844291666667,-0.576601331931373,-0.628224642058824,-0.592921320735294,-0.694079002254902,-0.737268770686274,-0.77952068872549,-0.620545688333333,-0.578268597941176,-0.565215614696078,-0.580217762509804,-0.539482876666667,-0.418210892895882,-0.633545224019608,-0.657069730098039,-0.673063661862745,-0.560636214382255,-0.586293470107843,-0.686671509411765,-0.661440393529412,-0.683370148431373,-0.583403787068627,-0.730165053627451,-0.696673191568627,-0.632475191470588,-0.602583951382353,-0.688049089607843
9,3,0.288882037586207,-0.0202163588875517,-0.0932245356390805,-0.401676793068966,-0.586065043691954,-0.479222458333333,0.950265564137931,-0.0223787500088506,-0.0349879677194253,-0.971259465402299,-0.955065511609195,-0.905401985862069,0.102163817022989,-0.00322629855977011,-0.00116386699528736,-0.493202558364368,-0.647928779597701,-0.67558451891954,-0.0593339055410345,-0.0658548536151724,0.107719848551724,-0.668271308666667,-0.653841823126437,-0.621170281471954,-0.0952669791126437,-0.0505327941367816,-0.0625147426045977,-0.736963992068966,-0.72089594045977,-0.703008654022989,-0.418451835364368,-0.356203217846667,-0.418451835364368,-0.356203217846667,-0.579866687351724,-0.479232869204598,-0.557943205363218,-0.625414191494253,-0.728060646206897,-0.719354541954023,-0.452797975628736,-0.577118201816092,-0.537144297604943,-0.38471883112069,-0.617645160183908,-0.489577426942529,-0.533558710667816,-0.649323002367816,-0.642014726241379,-0.497856239406897,-0.672664282528736,-0.708417756781609,-0.631214380551724,-0.644582250333333,-0.608009215657471,-0.682789706275862,-0.663076364597701,-0.660896647609195,-0.382210255264368,-0.443442857
10,1,0.274362861047619,-0.0198590305295238,-0.117621533678095,-0.607193087323809,-0.52528890224381,-0.563061403688571,0.16685165247619,-0.102265864857143,-0.0070064190526,-0.956628647904762,-0.953423996857143,-0.91904477772381,0.069816871112381,0.0205925615040952,-0.0190208233300952,-0.624036012561905,-0.613702199438095,-0.811203323809524,0.0220281651066667,-0.0852810459946667,0.0972210419419048,-0.669338065444762,-0.508354153306667,-0.680347554933333,-0.125779696170476,-0.0381434856595238,-0.0489706920190476,-0.72480882552381,-0.804586533904762,-0.759376810761905,-0.540442619289143,-0.614092928857867,-0.540442619289143,-0.614092928857867,-0.656546526047619,-0.635626516007619,-0.498276008093333,-0.562926411966857,-0.770580464380952,-0.806833435523809,-0.597761821514286,-0.544648208518095,-0.667487144761905,-0.611658492034286,-0.545788844499238,-0.545506902213333,-0.630856418397143,-0.627326624028571,-0.784877997238095,-0.651557849527048,-0.625546840167619,-0.837274286,-0.624673415189524,-0.632916517638095,-0.653292507971429,-0.685569152314286,-0.449797341819048,-0.719494934476191,-0.599923107085714,-0.683402406285714
10,2,0.274555860841121,-0.01602326573,-0.106632925588785,-0.584563687130841,-0.474544695065421,-0.68440977411215,0.876689650841121,-0.0623453273271028,0.12942085064486,-0.97377564953271,-0.953236827102804,-0.962422847757009,0.0816272310018692,0.00655350100747663,-0.0105926897807477,-0.524950081588785,-0.457771966390654,-0.752186424392523,-0.0165288820659813,-0.0749115101675981,0.0865202361696262,-0.704224648971963,-0.621040975233645,-0.571157943794393,-0.10779442996729,-0.0464706142102804,-0.0549768024678505,-0.682121652523365,-0.753390458878505,-0.662759280560748,-0.547973244109346,-0.566159672257944,-0.547973244109346,-0.566159672257944,-0.564336947867374,-0.478580283415888,-0.554011430551402,-0.685166536261682,-0.719621281028037,-0.748654898971963,-0.553635512691589,-0.44817362315514,-0.696042015327103,-0.597930050962617,-0.524966054558878,-0.703193081588785,-0.552771863979439,-0.479757182550187,-0.727478060093458,-0.538605573417477,-0.47159498371028,-0.775823896261682,-0.63550661682243,-0.668689312803738,-0.540966793866355,-0.726485915140187,-0.597627294056075,-0.621075926542056,-0.528181616082243,-0.658660359626168
10,3,0.283022851390244,-0.0176101802890244,-0.109300809614634,-0.387949736463415,-0.491533088682927,-0.590135740698171,0.947427665365854,-0.0531029436097561,0.0380223351353659,-0.967165690731707,-0.957612404390244,-0.932935896097561,0.0902379029268293,0.011382539067439,-0.0025362268445122,-0.413966157902439,-0.553771154895,-0.671391539719512,-0.0729763855568293,-0.0965149587268293,0.0889745936,-0.640191547280488,-0.658821672926829,-0.528090870251219,-0.0860423400121951,-0.0426176317707317,-0.0647303052792683,-0.703190797804878,-0.742516071707317,-0.625237392134146,-0.394578642841463,-0.430167169073171,-0.394578642841463,-0.430167169073171,-0.494397184658049,-0.459478373804878,-0.509961194790244,-0.623853267939024,-0.707591718780488,-0.746463814634146,-0.420598920121951,-0.491279193330488,-0.585678810782927,-0.376846007195122,-0.524006637763415,-0.627883128414634,-0.43296268697439,-0.560944203558537,-0.633224754710976,-0.447027465758537,-0.578058607530488,-0.709127870853659,-0.595141107475732,-0.641574197963415,-0.492110954457317,-0.657580476707317,-0.673324389268293,-0.584226067807317,-0.40244452002439,-0.535679822989024
11,1,0.272411673342342,-0.0238167670027027,-0.107818780540541,-0.621870879252252,-0.549425828026126,-0.597717879603604,0.365012491981982,0.317106925405405,0.129167325864865,-0.966867090540541,-0.958460567747748,-0.946606935135135,0.0864874910783784,-0.000177221588198197,-0.00594253564612613,-0.726303604504504,-0.707808588828829,-0.886394294864865,-0.0497824529559459,-0.0489219368189189,0.109104302340811,-0.747564058108108,-0.641708431081081,-0.830862447387387,-0.0839214670387387,-0.0561958419990991,-0.0566645925292793,-0.825419891351351,-0.902603746756757,-0.884690626936937,-0.568067720297297,-0.640475768288288,-0.568067720297297,-0.640475768288288,-0.752861096306306,-0.740063157927928,-0.613211387972973,-0.674106162072072,-0.877131090990991,-0.895279453243243,-0.678067734774775,-0.622710499954955,-0.768359917477477,-0.602657508855856,-0.543007651946847,-0.554279062885586,-0.747013656846847,-0.721607836306306,-0.875370657837838,-0.72983571,-0.712627608738739,-0.895999124324324,-0.730801406306306,-0.787329025585586,-0.821928319099099,-0.756396668828829,-0.579425224676577,-0.849708412702703,-0.663648231891892,-0.684141028018018
11,2,0.274078322678571,-0.0158298588141071,-0.109287620625,-0.687820535982143,-0.463525220425,-0.737772964375,0.911211785178571,-0.0105691262125,0.159833210517857,-0.984398526160714,-0.95845713375,-0.965967622589286,0.0797562933848214,0.00662493900392857,-0.00309662888651786,-0.689644892321429,-0.553056845401786,-0.845009236160714,-0.0414178672071429,-0.0728850632598214,0.0804938521829866,-0.781760796696429,-0.728009741785714,-0.679618415267857,-0.093250439325,-0.04567435003125,-0.0419677938535714,-0.754035249107143,-0.856562830982143,-0.754531848035714,-0.607102994017857,-0.703921926696429,-0.607102994017857,-0.703921926696429,-0.675388460535714,-0.673521940357143,-0.672644426428571,-0.748406447232143,-0.800515520357143,-0.863734078392857,-0.673339350535714,-0.485968673770179,-0.785081183482143,-0.693822815357143,-0.486270557622321,-0.733574848392857,-0.702917264553571,-0.5851910409375,-0.829130858125,-0.703641609732143,-0.547917901734821,-0.859614654196429,-0.737331335267857,-0.777438202589286,-0.661476423035714,-0.796365268214286,-0.703744978303571,-0.715404199732143,-0.692543108660714,-0.756737221339286
11,3,0.284585919569892,-0.0175011471463441,-0.109865575580645,-0.432376405122581,-0.452244968306452,-0.658765877956989,0.949184600967742,-0.186555876129032,0.129757240913978,-0.974728673655914,-0.953973436021505,-0.957966113978495,0.0827896249032258,0.0187513641407527,-0.011516333653871,-0.542862002208602,-0.557706404284946,-0.787128308494624,-0.0766766162075269,-0.0516822826419355,0.0694181683365591,-0.680414756287097,-0.747740121290323,-0.65335553344086,-0.0612217693150538,-0.0457464387483871,-0.0449706086376344,-0.762964479462366,-0.84175440139785,-0.738353680537634,-0.435286646087097,-0.470308941273118,-0.435286646087097,-0.470308941273118,-0.597977141580645,-0.562569122870968,-0.593135495827957,-0.661639243770968,-0.798480469032258,-0.836857504301075,-0.484839431511828,-0.477317279484946,-0.685927082580645,-0.414153287073118,-0.473935958033333,-0.670719065268817,-0.561111982845161,-0.582693926715054,-0.761806789032258,-0.565529027026882,-0.560388708408602,-0.811583862365591,-0.652085196763441,-0.763644151182796,-0.630913748924731,-0.692501885,-0.740499567956989,-0.692910262150538,-0.451753651478495,-0.56385319727957
12,1,0.266082710625,-0.0216233303623214,-0.107779227732143,-0.646489989285714,-0.556632768489286,-0.71078836375,0.232855291892857,0.310064567232143,0.114728321741071,-0.947502728839286,-0.959066641785714,-0.949628025535714,0.0795965053125,0.000947389675892858,0.00186763951757143,-0.686331603125,-0.660245349508929,-0.853957578839286,-0.05108659083125,-0.0638576750214286,0.119475260867857,-0.762068999276786,-0.753801992321429,-0.671333982589286,-0.0742119278375,-0.0375729109294643,-0.0666957494160714,-0.773498660267857,-0.870858875982143,-0.80116665,-0.61437361375,-0.634432599017857,-0.61437361375,-0.634432599017857,-0.720348515178571,-0.66880276125,-0.645639625714286,-0.74535057411875,-0.833594794732143,-0.84658812625,-0.661519655089286,-0.587765332970536,-0.771850278214286,-0.641221476875,-0.569710102674107,-0.702411157232143,-0.698111078125,-0.670655666517857,-0.837511918571429,-0.702504143839286,-0.672771350339286,-0.869364314196429,-0.710446164553571,-0.791059746785714,-0.695148242678571,-0.779458475196429,-0.736467650446429,-0.696271788839286,-0.640288644321429,-0.688239483214286
12,2,0.276057443069307,-0.015676243779901,-0.10474974250495,-0.559959747869307,-0.529671363766337,-0.677753064059406,0.946350034554455,-0.0352829359881188,0.0268569619405941,-0.982188532277228,-0.964125738910891,-0.953271796732673,0.0616013477237624,0.0151424387362376,0.00145504713207921,-0.499767671217822,-0.531056128408416,-0.748006224554455,-0.0731573799682178,-0.0550154002178218,0.0862757685348515,-0.762464024554455,-0.70747943960396,-0.653838549722772,-0.0783283800495049,-0.0442452014910891,-0.0491725210478218,-0.68697216039604,-0.782289840792079,-0.731348481485149,-0.531398368439604,-0.595762530207921,-0.531398368439604,-0.595762530207921,-0.563511931825743,-0.501230624277228,-0.651819678574257,-0.682630181782178,-0.751234633564356,-0.765701087722772,-0.521592626787129,-0.511349421926733,-0.69111111960396,-0.576429073086139,-0.570826700623762,-0.696426728613861,-0.533797960465347,-0.556878705840693,-0.735865726831683,-0.509207549782178,-0.534616884372772,-0.758674936138614,-0.688057176633663,-0.718260441386139,-0.639660906910891,-0.786638406534653,-0.703970217425743,-0.691149404158416,-0.558504525239604,-0.682453679207921
12,3,0.27917501317757,-0.017409269059126,-0.107259064196262,-0.541169092766355,-0.478627380261682,-0.707594147915888,0.954112506915888,-0.201598941682243,-0.046660446297757,-0.974218239626168,-0.958795955046729,-0.937756542523364,0.069169672017757,0.000599982610093458,-0.00240691054598131,-0.551665152224299,-0.516364423850467,-0.770534038224299,-0.0654825941242991,-0.0582828005869159,0.0808286622392523,-0.659453749491589,-0.741484652803738,-0.687022033242991,-0.0670411006663551,-0.0495354405859813,-0.0556109598420561,-0.664451679336449,-0.776139848130841,-0.71210966217757,-0.528846866015888,-0.491357117725234,-0.528846866015888,-0.491357117725234,-0.598340360560748,-0.520624452701869,-0.598021992818692,-0.623641733732149,-0.742961850747664,-0.742897294392523,-0.546573932765421,-0.467064077446729,-0.712854639252336,-0.539991431149533,-0.518911180018692,-0.730705477009346,-0.557130345093364,-0.54071655524486,-0.747782552616822,-0.587259753617757,-0.523243744191589,-0.79207091953271,-0.584441486709346,-0.721424402523364,-0.634542223261682,-0.685758938084112,-0.758138180093458,-0.736879244766355,-0.475228893233645,-0.580934639117757
13,1,0.268013940401709,-0.0238715005744444,-0.11440833525641,-0.652709027350427,-0.454810942828205,-0.60573458944188,0.315342311444444,0.179825734700855,0.21981175143453,-0.952500408547009,-0.950613741282051,-0.936566391794872,0.0732361994059829,0.00911909725897436,-0.0171837287696581,-0.751273005042735,-0.671391551555556,-0.831632908205128,-0.0701691889272479,-0.049407457674359,0.11728369312906,-0.769500538034188,-0.699864579230769,-0.61217959825641,-0.085216239717094,-0.0434341756367521,-0.065482676425641,-0.816702232307692,-0.837806151367521,-0.783471069487179,-0.556543113040171,-0.65573720948718,-0.556543113040171,-0.65573720948718,-0.736662238547009,-0.731466096581197,-0.611896202020513,-0.695998693675214,-0.819279812307692,-0.831315607008547,-0.696305893760684,-0.541738625316239,-0.702337729290598,-0.63748715008547,-0.448175601025641,-0.588112435542479,-0.760034597350427,-0.692974772384615,-0.816700591538462,-0.764849774615385,-0.670200571145299,-0.845260776923077,-0.740367109401709,-0.744687598034188,-0.633585543641026,-0.780459882649573,-0.679932607435897,-0.642019683333333,-0.681238928632479,-0.695413206752137
13,2,0.275164480283019,-0.0127005174990566,-0.104874264585849,-0.644015565660377,-0.357764321175472,-0.552472841231132,0.917660608867925,-0.105488879603774,-0.0355753967830189,-0.976628651886792,-0.956486711037736,-0.940474913113208,0.0783368595531132,0.00113886000266981,-0.00753126947471698,-0.577739715253774,-0.424583248407359,-0.657991351226415,-0.0257839180783019,-0.0846647314545283,0.0802338592974528,-0.657941358584906,-0.608821667150943,-0.64235859754717,-0.0963177790245283,-0.0361692317518868,-0.0557844080273585,-0.574862901433962,-0.650842126858491,-0.641357167132075,-0.515646585726415,-0.590886742264151,-0.515646585726415,-0.590886742264151,-0.529038500849057,-0.527960263693113,-0.55726560745283,-0.581771444169811,-0.622052631132075,-0.631510183575472,-0.63786184254717,-0.39226097254566,-0.574750057009434,-0.647351037169811,-0.38202297845283,-0.576975055559434,-0.615070736949057,-0.478445313896226,-0.639498404650943,-0.577492900346226,-0.404840290543491,-0.675413905188679,-0.558212367553774,-0.591929426858491,-0.596391413018868,-0.69042225009434,-0.6235520715,-0.692992153867925,-0.568494583122642,-0.669586197641509
13,3,0.285508515192308,-0.0156969847058654,-0.107546068307692,-0.5739570415875,-0.534874669639904,-0.601839670009615,0.942324865865385,-0.22711393875,-0.0717359452493269,-0.974341075480769,-0.953830916442308,-0.939378925192308,0.0875414402563942,0.000778673536538461,-0.0118190276222212,-0.574783901471154,-0.603206184282692,-0.684192177826923,-0.0716336424986539,-0.0520013150865385,0.0971367339983654,-0.712188241855769,-0.622442342932692,-0.679387191057692,-0.0830257613846154,-0.0528809603182692,-0.0526950258673077,-0.745847459519231,-0.654775811269231,-0.705849012240385,-0.545807144883654,-0.537877720620192,-0.545807144883654,-0.537877720620192,-0.598655057601923,-0.557749532853846,-0.571109873221154,-0.624920336432692,-0.685329902269231,-0.659984303725962,-0.575118389972115,-0.542314326,-0.604103233031731,-0.574342879038461,-0.560905162839423,-0.633813018326731,-0.593512739565385,-0.629798928534615,-0.664434381973077,-0.593457358687625,-0.600864700644231,-0.702576082596154,-0.669063548451923,-0.593711569577885,-0.630260506625,-0.728217285,-0.645242972058654,-0.727642155769231,-0.509049144720192,-0.627195063653846
14,1,0.248264619057143,-0.0160205895221905,-0.0999200296590476,-0.604762085752381,-0.283866574361905,-0.124094881295238,0.283296813209524,0.06981432,0.151713500095238,-0.896278670571429,-0.927409669904762,-0.888008008571429,0.0889809137819048,-0.0134569225152381,-0.0139476186002857,-0.661517086,-0.6432531074,-0.640942291457143,0.044308646684,-0.138034199784762,0.0497320455428571,-0.698567352380952,-0.207861697428571,-0.172036676659048,-0.117182652881905,-0.0287857455789429,-0.0345577112057143,-0.803819228190476,-0.661238976380952,-0.660908360590476,-0.367990930868571,-0.426226258848571,-0.367990930868571,-0.426226258848571,-0.618278506473333,-0.642777664333333,-0.25129378752381,-0.289394186361905,-0.679547291581905,-0.718083313142857,-0.620001914009524,-0.443461336602857,-0.352100338645714,-0.599805131457143,-0.2565556554,-0.0808774897142857,-0.669346591523809,-0.649592446457143,-0.606235335904762,-0.684193578952381,-0.661806584818095,-0.674655629333333,-0.688233547019048,-0.394603308874762,-0.35983325236381,-0.705170317619048,-0.119343898666667,-0.196521778942857,-0.475960446695238,-0.491196365885714
14,2,0.275797411327434,-0.0155313194530973,-0.103719524442478,-0.676779010530973,-0.465218366922478,-0.41388211499,0.867996077522124,-0.158558034923009,-0.265800546265487,-0.975516263185841,-0.952480743769912,-0.943167708672566,0.0730913756404425,0.0105071235189558,0.00537473935646018,-0.706047960530973,-0.64228996300885,-0.71332634460177,-0.0228610128472566,-0.0774151461946903,0.0711685089557522,-0.782192248761062,-0.46748777624115,-0.521205255946903,-0.101817928843602,-0.0436870585389381,-0.0451568991955752,-0.771762688053097,-0.751864919380531,-0.729259354778761,-0.526606766327434,-0.632223954336283,-0.526606766327434,-0.632223954336283,-0.663649827256637,-0.694739922035398,-0.52216070539823,-0.557744216389381,-0.743742995752212,-0.788107530707965,-0.686699549380531,-0.536852444389381,-0.54378254750885,-0.673239860442478,-0.463963841406195,-0.393900502460973,-0.715698012920354,-0.659757743362832,-0.682005822389381,-0.722360971327434,-0.647619868761062,-0.74359472300885,-0.733188669115044,-0.576171375504425,-0.568511028053097,-0.798051231769912,-0.414423641750354,-0.550967253292035,-0.644507447522124,-0.682906045752212
14,3,0.286064114571429,-0.0172676682653333,-0.0991099795460952,-0.548511657045714,-0.368213060866667,-0.33348243152381,0.850023938,-0.242790421238095,-0.361481028761905,-0.949331121047619,-0.94647171647619,-0.914532403142857,0.0605375696296191,0.0157977819465714,0.000379238562466667,-0.553444977032952,-0.46958205770381,-0.611995588266476,-0.0189255009652381,-0.0724042933657143,0.0603133880380952,-0.701145994447619,-0.516307402173333,-0.388251535304762,-0.104104995515238,-0.0574593800476191,-0.0554868728189524,-0.784400256190476,-0.676532269066667,-0.517799171188571,-0.459602038390476,-0.3516749344,-0.459602038390476,-0.3516749344,-0.540826105718095,-0.471088887798952,-0.467871433115143,-0.560749740933333,-0.674979423209524,-0.670224125533333,-0.546719397686667,-0.379180797447619,-0.418211464197143,-0.55031062671,-0.403331701731429,-0.34120513393619,-0.573438956799048,-0.482096350133333,-0.563072954157143,-0.573186473770476,-0.493586688371429,-0.661278372181905,-0.673484813285714,-0.537674296257143,-0.332393767409524,-0.712516107076191,-0.507830015645524,-0.464609533097143,-0.340449253419048,-0.460449390960952
15,1,0.281760429833333,-0.0214787469515833,-0.117899130133333,-0.5937922045275,-0.579281797590833,-0.709639096408333,0.264222092216667,0.413561126833333,0.0103205618666667,-0.957930804,-0.962681244,-0.93907360575,0.0752398995091667,0.0057696088915,-0.004767087487,-0.6638214979,-0.707297495416667,-0.886565555583333,0.0260355479275,-0.099070568025,0.104538399256917,-0.740401135583333,-0.708779041123333,-0.764868609083333,-0.1191544231525,-0.03956950465,-0.0681497732158333,-0.794567950666667,-0.8935111055,-0.851230699333333,-0.573592954801333,-0.620609351747833,-0.573592954801333,-0.620609351747833,-0.71435428975,-0.709532098916667,-0.647249985933333,-0.669797408039167,-0.855395862333333,-0.883771964416667,-0.614262843291667,-0.618250847703333,-0.78677600075,-0.586384269796667,-0.586407391405,-0.694194536475,-0.683619228741667,-0.717740819666667,-0.870687079333333,-0.673262216612083,-0.716085763666667,-0.901648861,-0.717686900416667,-0.7853966345,-0.76919475825,-0.74982482825,-0.673440051851667,-0.785507219,-0.6396974796,-0.669568872333333
15,2,0.273379262283186,-0.0142812794946018,-0.110775152150442,-0.672105436017699,-0.415227652483805,-0.743657573097345,0.919591226637168,-0.00169449791150442,0.0376623920040708,-0.980602528230089,-0.956700658141593,-0.955403709823009,0.0838782243362832,-0.000435047376106194,-0.000923737336061947,-0.694294931769912,-0.525960411096372,-0.843293320088496,-0.0462064464281416,-0.0712154006240708,0.0899653917568142,-0.673484710530973,-0.710360000619469,-0.73570748460177,-0.086908587399115,-0.0470840996404425,-0.0517853829761062,-0.654017033893805,-0.852727820442478,-0.798569909646018,-0.589675322840708,-0.644514388761062,-0.589675322840708,-0.644514388761062,-0.667852619026549,-0.662279283619469,-0.616309440619469,-0.706532272159292,-0.778000334247788,-0.821539154955752,-0.666835103185841,-0.437038231587699,-0.768117422566372,-0.674440847876106,-0.441416899461504,-0.75040711920354,-0.702678294070796,-0.542708170938053,-0.82434053460177,-0.713190715929204,-0.54053098291115,-0.861227560176991,-0.635987324743363,-0.76713004380531,-0.72527627539823,-0.687223330530973,-0.682862077097345,-0.764454516017699,-0.627378806631416,-0.710452912743363
15,3,0.279483045894737,-0.0127275451358947,-0.107951251810526,-0.372026589052632,-0.437435242189474,-0.655597634736842,0.950839201052632,-0.165928585484211,0.0709129147070526,-0.968260764,-0.948002846105263,-0.947845127789474,0.0734232399968421,0.0101264549410211,-0.00810552469515789,-0.490277784315789,-0.532898236788421,-0.728307761231579,-0.0750408558836842,-0.0521310831263158,0.0739758120573684,-0.669663143147368,-0.706898628315789,-0.650948137473684,-0.0778805305863158,-0.0463666823221053,-0.0441626307736842,-0.743594213789474,-0.805454587684211,-0.721887466947368,-0.394580309463158,-0.373065837789474,-0.394580309463158,-0.373065837789474,-0.564046728004947,-0.476159921982105,-0.58210293338,-0.645228286073684,-0.774433414210526,-0.796724477578947,-0.446456971231579,-0.452228690542105,-0.653496935378947,-0.346184762105263,-0.465952106829474,-0.686843482,-0.522326817595789,-0.551904433093684,-0.700898176663158,-0.502830252389474,-0.544316934644947,-0.754524740105263,-0.630729020198947,-0.721895281263158,-0.621181252463158,-0.684495236021053,-0.700435077789474,-0.693812992947368,-0.389363890736842,-0.462416831042105
16,1,0.266538781933884,-0.0156641718471074,-0.114376321752066,-0.730658474958678,-0.614583888586777,-0.613039623568595,0.228890301347107,-0.0454968124793388,0.357354282644628,-0.957292806942149,-0.952418411487603,-0.942497087933884,0.0774926275429752,0.0150054130609917,0.0151475021030165,-0.791443940661157,-0.749153990743802,-0.821479805785124,0.0209344415719008,-0.0862524949545455,0.0526118640900826,-0.779365284214876,-0.808742591404959,-0.723561881107438,-0.118520603539752,-0.0326018587086777,-0.0482955731305785,-0.868421113719008,-0.898710187603306,-0.877559612892562,-0.655057283884298,-0.695266644876033,-0.655057283884298,-0.695266644876033,-0.77544336785124,-0.779328874876033,-0.680542859008265,-0.773215491818182,-0.884146529834711,-0.907742350661157,-0.767265354297521,-0.670460700082645,-0.705364544958678,-0.71776924338843,-0.612218105495868,-0.596688669259504,-0.802075497933884,-0.767203060909091,-0.808383545785124,-0.799106138347107,-0.74635147553719,-0.833146497768595,-0.788965735950413,-0.83528451,-0.777940887024793,-0.780416268181818,-0.795942959917355,-0.733503749545454,-0.716236141652893,-0.730850989834711
